id,x,y,z,vx,vy,vz,radius,density,pressure,frame
1301,-0.122,3.099,1.843,0,-0.316,-1.958,0.1,1006.561,-53.157,50
1300,-0.206,3.14,1.836,0.004,-0.318,-1.96,0.1,1006.517,-53.479,50
1299,-0.284,3.198,1.827,0.001,-0.318,-1.961,0.1,1006.333,-54.816,50
1298,-0.338,3.272,1.815,0.003,-0.322,-1.963,0.1,1005.383,-61.705,50
1297,-0.366,3.364,1.799,0.004,-0.319,-1.96,0.1,1005.892,-58.023,50
1296,-0.377,3.456,1.784,0.005,-0.324,-1.958,0.1,1007.196,-48.527,50
1295,-0.37,3.551,1.769,0.004,-0.319,-1.962,0.1,1007.566,-45.821,50
1294,-0.333,3.634,1.755,0.002,-0.326,-1.967,0.1,1004.258,-69.81,50
1293,-0.269,3.711,1.741,0.004,-0.325,-1.966,0.1,1005.426,-61.393,50
1292,-0.198,3.769,1.733,0,-0.327,-1.959,0.1,1008.506,-38.915,50
1291,-0.113,3.811,1.726,0.006,-0.324,-1.962,0.1,1007.4,-47.038,50
1290,-0.021,3.824,1.723,-0.001,-0.327,-1.966,0.1,1003.837,-72.826,50
1289,0.079,3.816,1.723,-0.001,-0.329,-1.97,0.1,1004.96,-64.758,50
1288,0.166,3.787,1.73,-0.003,-0.324,-1.962,0.1,1009.595,-30.874,50
1287,0.245,3.737,1.737,-0.001,-0.33,-1.964,0.1,1006.327,-54.862,50
1286,0.309,3.666,1.75,-0.005,-0.325,-1.963,0.1,1003.789,-73.174,50
1285,0.357,3.583,1.763,-0.006,-0.323,-1.968,0.1,1005.276,-62.475,50
1284,0.377,3.493,1.778,-0.004,-0.322,-1.962,0.1,1009.279,-33.21,50
1283,0.374,3.401,1.792,-0.007,-0.323,-1.967,0.1,1005.875,-58.142,50
1282,0.35,3.307,1.809,-0.005,-0.321,-1.964,0.1,1004.037,-71.396,50
1281,0.307,3.224,1.823,-0.001,-0.317,-1.963,0.1,1006.251,-55.412,50
1280,0.237,3.16,1.833,-0.004,-0.319,-1.959,0.1,1007.859,-43.672,50
1279,0.157,3.113,1.839,-0.002,-0.317,-1.964,0.1,1006.141,-56.213,50
1278,0.064,3.081,1.846,-0.002,-0.318,-1.963,0.1,1004.842,-65.612,50
1277,-0.027,3.157,1.86,0.001,-0.31,-2.001,0.1,1030.311,132.475,50
1276,-0.125,3.194,1.853,0.009,-0.306,-1.996,0.1,1023.492,76.502,50
1275,-0.212,3.244,1.845,0.013,-0.316,-1.999,0.1,1027.64,110.281,50
1274,-0.276,3.329,1.832,0.013,-0.321,-2,0.1,1029.795,128.163,50
1273,-0.292,3.431,1.814,0.023,-0.326,-1.993,0.1,1023.616,77.498,50
1272,-0.291,3.531,1.797,0.019,-0.332,-1.995,0.1,1028.136,114.381,50
1271,-0.249,3.628,1.782,0.011,-0.334,-1.999,0.1,1030.195,131.504,50
1270,-0.167,3.692,1.77,0.011,-0.346,-1.989,0.1,1023.015,72.666,50
1269,-0.079,3.741,1.763,0.005,-0.349,-1.994,0.1,1028.816,120.012,50
1268,0.028,3.754,1.761,0.001,-0.343,-1.999,0.1,1030.901,137.423,50
1267,0.124,3.717,1.766,-0.009,-0.344,-1.988,0.1,1021.948,64.131,50
1266,0.211,3.666,1.775,-0.017,-0.342,-1.998,0.1,1028.833,120.157,50
1265,0.275,3.581,1.79,-0.016,-0.338,-2,0.1,1031.088,138.993,50
1264,0.292,3.479,1.805,-0.02,-0.329,-1.991,0.1,1021.768,62.694,50
1263,0.291,3.38,1.822,-0.017,-0.322,-2.002,0.1,1028.469,117.134,50
1262,0.248,3.283,1.839,-0.016,-0.318,-2.001,0.1,1030.97,138.008,50
1261,0.167,3.218,1.848,-0.014,-0.31,-1.995,0.1,1022.689,70.051,50
1260,0.08,3.168,1.857,-0.003,-0.312,-2.002,0.1,1027.829,111.843,50
1259,0.001,3.272,1.841,0.002,-0.321,-1.942,0.1,988.062,-180.632,50
1258,-0.092,3.299,1.835,-0.005,-0.324,-1.932,0.1,978.932,-238.472,50
1257,-0.161,3.363,1.827,-0.001,-0.322,-1.942,0.1,987.677,-183.134,50
1256,-0.183,3.455,1.809,-0.009,-0.317,-1.933,0.1,979.249,-236.521,50
1255,-0.162,3.547,1.796,-0.004,-0.319,-1.941,0.1,988.145,-180.089,50
1254,-0.092,3.612,1.784,-0.005,-0.309,-1.934,0.1,979.425,-235.436,50
1253,0,3.64,1.781,0,-0.315,-1.942,0.1,988.849,-175.493,50
1252,0.092,3.612,1.783,0.004,-0.307,-1.934,0.1,979.643,-234.085,50
1251,0.161,3.548,1.796,0.003,-0.318,-1.943,0.1,989.052,-174.164,50
1250,0.184,3.455,1.809,0.011,-0.316,-1.932,0.1,979.503,-234.953,50
1249,0.162,3.364,1.826,0.002,-0.319,-1.943,0.1,988.745,-176.174,50
1248,0.092,3.298,1.835,0.005,-0.325,-1.931,0.1,978.935,-238.46,50
1247,0.095,3.511,1.814,-0.01,-0.329,-1.974,0.1,1065.49,458.997,50
1246,0.095,3.404,1.832,-0.009,-0.318,-1.976,0.1,1065.811,462.286,50
1245,0,3.35,1.841,0,-0.313,-1.977,0.1,1066.198,466.269,50
1244,-0.095,3.404,1.832,0.009,-0.318,-1.976,0.1,1066.189,466.176,50
1243,-0.094,3.511,1.814,0.01,-0.328,-1.974,0.1,1066.127,465.532,50
1242,0,3.565,1.805,0,-0.334,-1.972,0.1,1065.799,462.165,50
1241,0,3.462,1.848,0.001,-0.305,-1.869,0.1,900.029,-621.594,50
1240,-0.028,3.074,1.763,0.002,-0.313,-1.956,0.1,1007.791,-44.174,50
1239,-0.114,3.1,1.757,0.005,-0.305,-1.951,0.1,1005.915,-57.855,50
1238,-0.197,3.141,1.75,0.009,-0.307,-1.953,0.1,1006.158,-56.088,50
1237,-0.273,3.195,1.742,0.006,-0.313,-1.956,0.1,1007.222,-48.34,50
1236,-0.325,3.263,1.731,0.005,-0.318,-1.96,0.1,1006.705,-52.113,50
1235,-0.351,3.354,1.715,0.011,-0.318,-1.953,0.1,1005.46,-61.15,50
1234,-0.36,3.444,1.7,0.018,-0.321,-1.948,0.1,1006.269,-55.283,50
1233,-0.354,3.533,1.686,0.012,-0.32,-1.952,0.1,1007.446,-46.701,50
1232,-0.322,3.612,1.672,0.003,-0.322,-1.963,0.1,1003.687,-73.903,50
1231,-0.257,3.689,1.659,0.004,-0.327,-1.959,0.1,1003.431,-75.731,50
1230,-0.188,3.741,1.65,0.007,-0.335,-1.946,0.1,1006.935,-50.436,50
1229,-0.111,3.782,1.645,0.006,-0.331,-1.951,0.1,1007.364,-47.295,50
1228,-0.022,3.797,1.642,0.002,-0.325,-1.961,0.1,1003.342,-76.369,50
1227,0.08,3.788,1.641,-0.002,-0.328,-1.964,0.1,1002.695,-80.978,50
1226,0.159,3.758,1.646,-0.007,-0.331,-1.95,0.1,1007.356,-47.356,50
1225,0.233,3.714,1.655,-0.006,-0.331,-1.957,0.1,1006.284,-55.172,50
1224,0.297,3.645,1.668,-0.003,-0.324,-1.961,0.1,1005.355,-61.907,50
1223,0.345,3.561,1.68,-0.008,-0.323,-1.962,0.1,1005.313,-62.213,50
1222,0.36,3.478,1.692,-0.014,-0.321,-1.952,0.1,1007.327,-47.568,50
1221,0.36,3.393,1.707,-0.01,-0.322,-1.961,0.1,1004.793,-65.962,50
1220,0.336,3.297,1.725,-0.003,-0.318,-1.961,0.1,1004.895,-65.23,50
1219,0.294,3.217,1.739,-0.006,-0.314,-1.957,0.1,1007.397,-47.06,50
1218,0.228,3.161,1.746,-0.011,-0.306,-1.951,0.1,1006.715,-52.035,50
1217,0.152,3.114,1.753,-0.006,-0.311,-1.958,0.1,1005.559,-60.432,50
1216,0.059,3.081,1.761,0,-0.315,-1.96,0.1,1005.59,-60.21,50
1215,-0.026,3.148,1.739,0.003,-0.322,-2.024,0.1,1028.121,114.257,50
1214,-0.12,3.184,1.734,0.012,-0.305,-2.008,0.1,1026.827,103.599,50
1213,-0.205,3.232,1.723,0.008,-0.32,-2.022,0.1,1027.575,109.745,50
1212,-0.267,3.313,1.71,0.006,-0.332,-2.03,0.1,1030.139,131.037,50
1211,-0.28,3.412,1.697,0.027,-0.329,-2.003,0.1,1026.886,104.08,50
1210,-0.28,3.509,1.679,0.016,-0.333,-2.012,0.1,1027.05,105.431,50
1209,-0.243,3.604,1.66,0.002,-0.337,-2.034,0.1,1035.292,174.79,50
1208,-0.161,3.663,1.656,0.015,-0.35,-1.993,0.1,1026.013,96.933,50
1207,-0.075,3.712,1.645,0.005,-0.345,-2.013,0.1,1027.067,105.569,50
1206,0.026,3.727,1.639,-0.002,-0.337,-2.035,0.1,1036.366,184.08,50
1205,0.119,3.687,1.651,-0.01,-0.351,-1.988,0.1,1025.342,91.464,50
1204,0.206,3.639,1.655,-0.005,-0.342,-2.025,0.1,1028.873,120.485,50
1203,0.267,3.558,1.669,-0.007,-0.334,-2.034,0.1,1031.734,144.437,50
1202,0.28,3.459,1.689,-0.026,-0.33,-1.992,0.1,1025.196,90.275,50
1201,0.284,3.361,1.699,-0.008,-0.335,-2.032,0.1,1031.626,143.53,50
1200,0.24,3.27,1.718,-0.007,-0.325,-2.026,0.1,1028.381,116.409,50
1199,0.16,3.208,1.73,-0.017,-0.306,-2.002,0.1,1025.799,95.186,50
1198,0.077,3.156,1.734,-0.005,-0.326,-2.031,0.1,1030.178,131.362,50
1197,0.001,3.253,1.725,0.002,-0.327,-1.953,0.1,996.571,-123.755,50
1196,-0.09,3.281,1.717,-0.004,-0.326,-1.95,0.1,985.161,-199.364,50
1195,-0.16,3.344,1.71,-0.005,-0.326,-1.953,0.1,996.671,-123.069,50
1194,-0.181,3.436,1.691,-0.007,-0.32,-1.951,0.1,985.161,-199.36,50
1193,-0.161,3.527,1.68,-0.006,-0.319,-1.953,0.1,996.178,-126.447,50
1192,-0.09,3.591,1.667,-0.003,-0.313,-1.951,0.1,984.794,-201.707,50
1191,0,3.62,1.664,0,-0.315,-1.954,0.1,996.245,-125.988,50
1190,0.091,3.591,1.667,0.004,-0.313,-1.95,0.1,984.34,-204.604,50
1189,0.161,3.528,1.679,0.007,-0.317,-1.954,0.1,996.783,-122.302,50
1188,0.182,3.436,1.692,0.007,-0.319,-1.948,0.1,984.149,-205.82,50
1187,0.161,3.345,1.71,0.006,-0.323,-1.954,0.1,996.627,-123.375,50
1186,0.091,3.281,1.717,0.003,-0.326,-1.949,0.1,984.63,-202.755,50
1185,0.095,3.495,1.711,0.005,-0.319,-1.964,0.1,1040.509,220.45,50
1184,0.095,3.387,1.729,0.005,-0.324,-1.963,0.1,1040.29,218.505,50
1183,0,3.333,1.738,0,-0.328,-1.963,0.1,1039.907,215.112,50
1182,-0.095,3.386,1.729,-0.005,-0.325,-1.963,0.1,1039.738,213.615,50
1181,-0.095,3.495,1.711,-0.005,-0.319,-1.964,0.1,1040.534,220.669,50
1180,0,3.549,1.702,0,-0.316,-1.964,0.1,1040.934,224.224,50
1179,0,3.44,1.716,0.001,-0.328,-2.001,0.1,929.777,-499.306,50
1178,-0.027,3.049,1.604,0.001,-0.34,-1.967,0.1,1015.012,9.934,50
1177,-0.112,3.077,1.601,0.003,-0.328,-1.964,0.1,1013.418,-2.207,50
1176,-0.197,3.117,1.594,-0.007,-0.328,-1.964,0.1,1013.829,0.916,50
1175,-0.273,3.171,1.585,-0.015,-0.331,-1.966,0.1,1015.782,15.842,50
1174,-0.323,3.238,1.575,-0.02,-0.331,-1.959,0.1,1016.913,24.573,50
1173,-0.347,3.328,1.559,-0.012,-0.329,-1.959,0.1,1014.957,9.515,50
1172,-0.357,3.42,1.545,-0.002,-0.32,-1.969,0.1,1012.128,-11.948,50
1171,-0.353,3.508,1.529,-0.01,-0.316,-1.976,0.1,1013.118,-4.481,50
1170,-0.32,3.586,1.519,-0.021,-0.301,-1.957,0.1,1016.831,23.936,50
1169,-0.257,3.66,1.506,-0.02,-0.311,-1.958,0.1,1013.802,0.711,50
1168,-0.186,3.714,1.497,0.001,-0.323,-1.973,0.1,1010.561,-23.691,50
1167,-0.11,3.754,1.489,-0.001,-0.316,-1.975,0.1,1012.71,-7.564,50
1166,-0.02,3.768,1.488,0.005,-0.293,-1.959,0.1,1017.143,26.35,50
1165,0.078,3.761,1.491,0,-0.298,-1.959,0.1,1013.053,-4.969,50
1164,0.158,3.732,1.496,-0.001,-0.321,-1.974,0.1,1009.619,-30.691,50
1163,0.231,3.687,1.501,0.006,-0.314,-1.966,0.1,1013.18,-4.009,50
1162,0.294,3.616,1.512,0.02,-0.308,-1.956,0.1,1019.394,43.919,50
1161,0.342,3.535,1.527,0.013,-0.314,-1.96,0.1,1013.812,0.783,50
1160,0.358,3.454,1.541,0.003,-0.321,-1.973,0.1,1009.922,-28.446,50
1159,0.358,3.367,1.554,0.016,-0.326,-1.959,0.1,1013.301,-3.093,50
1158,0.333,3.274,1.569,0.024,-0.325,-1.954,0.1,1018.831,39.501,50
1157,0.292,3.193,1.581,0.011,-0.329,-1.967,0.1,1014.157,3.411,50
1156,0.227,3.138,1.592,0.004,-0.321,-1.97,0.1,1011.411,-17.333,50
1155,0.15,3.09,1.599,0.003,-0.337,-1.958,0.1,1014.11,3.051,50
1154,0.059,3.057,1.605,0.006,-0.342,-1.953,0.1,1017.997,32.988,50
1153,-0.028,3.089,1.658,0.003,-0.365,-1.966,0.1,1002.837,-79.969,50
1152,-0.136,3.135,1.647,-0.009,-0.341,-1.968,0.1,1009.838,-29.07,50
1151,-0.236,3.186,1.64,-0.029,-0.349,-1.969,0.1,1003.28,-76.81,50
1150,-0.313,3.28,1.627,-0.037,-0.341,-1.97,0.1,995.346,-132.129,50
1149,-0.318,3.392,1.605,-0.021,-0.329,-1.97,0.1,1010.931,-20.925,50
1148,-0.318,3.506,1.587,-0.032,-0.309,-1.976,0.1,1010.201,-26.367,50
1147,-0.286,3.621,1.571,-0.025,-0.306,-1.978,0.1,990.229,-166.425,50
1146,-0.182,3.672,1.558,-0.013,-0.315,-1.974,0.1,1017.457,28.788,50
1145,-0.083,3.738,1.549,-0.003,-0.282,-1.98,0.1,1007.556,-45.891,50
1144,0.031,3.766,1.547,0.002,-0.297,-1.981,0.1,990.395,-165.328,50
1143,0.129,3.696,1.553,0.002,-0.315,-1.976,0.1,1021.379,59.601,50
1142,0.242,3.658,1.563,0.034,-0.296,-1.978,0.1,997.926,-114.428,50
1141,0.313,3.568,1.579,0.033,-0.303,-1.978,0.1,993.695,-143.307,50
1140,0.307,3.445,1.594,0.01,-0.325,-1.973,0.1,1020.816,55.135,50
1139,0.334,3.334,1.616,0.035,-0.332,-1.974,0.1,992.433,-151.783,50
1138,0.28,3.232,1.634,0.042,-0.341,-1.97,0.1,1001.414,-90.062,50
1137,0.178,3.165,1.641,0.005,-0.338,-1.97,0.1,1015.749,15.591,50
1136,0.091,3.094,1.656,0.011,-0.36,-1.968,0.1,993.965,-141.486,50
1135,0,3.226,1.621,-0.004,-0.339,-1.956,0.1,990.334,-165.73,50
1134,-0.096,3.254,1.613,-0.012,-0.336,-1.944,0.1,989.925,-168.431,50
1133,-0.169,3.322,1.605,-0.017,-0.33,-1.957,0.1,990.827,-162.468,50
1132,-0.192,3.419,1.586,-0.021,-0.319,-1.947,0.1,989.228,-173.013,50
1131,-0.17,3.516,1.573,-0.015,-0.313,-1.96,0.1,992.014,-154.582,50
1130,-0.096,3.583,1.558,-0.009,-0.302,-1.951,0.1,989.757,-169.538,50
1129,0.001,3.612,1.557,0.001,-0.305,-1.961,0.1,991.56,-157.604,50
1128,0.097,3.583,1.558,0.012,-0.305,-1.95,0.1,992.129,-153.81,50
1127,0.17,3.515,1.573,0.016,-0.316,-1.96,0.1,990.28,-166.09,50
1126,0.193,3.418,1.585,0.018,-0.322,-1.946,0.1,993.296,-145.997,50
1125,0.169,3.322,1.605,0.012,-0.335,-1.957,0.1,989.903,-168.573,50
1124,0.096,3.254,1.613,0.008,-0.337,-1.944,0.1,991.711,-156.602,50
1123,0.106,3.483,1.605,0.016,-0.312,-1.961,0.1,1057.945,383.346,50
1122,0.106,3.363,1.625,0.016,-0.331,-1.959,0.1,1058.056,384.431,50
1121,0,3.303,1.634,-0.001,-0.34,-1.958,0.1,1058.416,387.97,50
1120,-0.106,3.363,1.625,-0.017,-0.329,-1.96,0.1,1058.674,390.512,50
1119,-0.106,3.484,1.605,-0.015,-0.312,-1.962,0.1,1058.494,388.737,50
1118,0,3.544,1.595,0,-0.304,-1.963,0.1,1058.219,386.036,50
1117,0,3.428,1.637,0.001,-0.315,-1.925,0.1,994.359,-138.823,50
1116,-0.028,3.029,1.513,0.003,-0.307,-1.978,0.1,1012.172,-11.621,50
1115,-0.118,3.055,1.507,0.007,-0.304,-1.973,0.1,1011.097,-19.684,50
1114,-0.199,3.096,1.5,0.011,-0.305,-1.973,0.1,1011.152,-19.277,50
1113,-0.275,3.15,1.492,0.014,-0.31,-1.977,0.1,1012.064,-12.433,50
1112,-0.328,3.223,1.48,0.018,-0.314,-1.976,0.1,1011.661,-15.457,50
1111,-0.354,3.312,1.464,0.021,-0.319,-1.971,0.1,1010.82,-21.754,50
1110,-0.365,3.401,1.451,0.019,-0.323,-1.969,0.1,1011.41,-17.343,50
1109,-0.359,3.494,1.436,0.015,-0.325,-1.974,0.1,1012.74,-7.339,50
1108,-0.321,3.573,1.421,0.019,-0.332,-1.972,0.1,1010.973,-20.614,50
1107,-0.26,3.646,1.408,0.014,-0.338,-1.968,0.1,1010.672,-22.861,50
1106,-0.193,3.705,1.402,0.006,-0.338,-1.967,0.1,1011.96,-13.213,50
1105,-0.109,3.746,1.395,0.008,-0.338,-1.97,0.1,1012.555,-8.731,50
1104,-0.02,3.755,1.391,0.003,-0.346,-1.969,0.1,1010.274,-25.824,50
1103,0.076,3.748,1.392,-0.005,-0.343,-1.968,0.1,1010.481,-24.286,50
1102,0.161,3.724,1.399,-0.009,-0.336,-1.968,0.1,1012.175,-11.598,50
1101,0.237,3.673,1.406,-0.013,-0.34,-1.969,0.1,1011.314,-18.061,50
1100,0.297,3.603,1.416,-0.022,-0.339,-1.971,0.1,1009.721,-29.937,50
1099,0.345,3.524,1.43,-0.021,-0.33,-1.971,0.1,1010.853,-21.513,50
1098,0.366,3.437,1.446,-0.017,-0.325,-1.97,0.1,1011.909,-13.595,50
1097,0.36,3.348,1.457,-0.022,-0.321,-1.972,0.1,1010.913,-21.064,50
1096,0.337,3.258,1.473,-0.023,-0.313,-1.976,0.1,1010.307,-25.583,50
1095,0.298,3.176,1.488,-0.014,-0.311,-1.976,0.1,1011.935,-13.407,50
1094,0.23,3.114,1.499,-0.012,-0.309,-1.972,0.1,1011.445,-17.08,50
1093,0.151,3.071,1.503,-0.01,-0.303,-1.974,0.1,1011.006,-20.364,50
1092,0.062,3.039,1.51,-0.003,-0.301,-1.978,0.1,1011.226,-18.719,50
1091,-0.025,3.122,1.542,0.003,-0.316,-1.947,0.1,1018.351,35.747,50
1090,-0.117,3.158,1.536,0.006,-0.308,-1.95,0.1,1021.878,63.571,50
1089,-0.2,3.205,1.528,0.002,-0.313,-1.946,0.1,1017.891,32.167,50
1088,-0.26,3.284,1.517,0.003,-0.321,-1.941,0.1,1019.101,41.617,50
1087,-0.274,3.38,1.499,0.014,-0.321,-1.949,0.1,1022.028,64.77,50
1086,-0.274,3.474,1.482,0.007,-0.321,-1.951,0.1,1018.391,36.065,50
1085,-0.236,3.568,1.472,0,-0.322,-1.938,0.1,1022.334,67.211,50
1084,-0.158,3.626,1.457,0.007,-0.333,-1.953,0.1,1021.996,64.511,50
1083,-0.075,3.673,1.45,0.003,-0.327,-1.949,0.1,1019.023,41.005,50
1082,0.026,3.687,1.452,-0.003,-0.322,-1.939,0.1,1023.789,78.892,50
1081,0.117,3.649,1.452,-0.006,-0.334,-1.959,0.1,1021.838,63.254,50
1080,0.199,3.602,1.463,-0.003,-0.325,-1.943,0.1,1020.371,51.618,50
1079,0.26,3.522,1.478,-0.005,-0.319,-1.942,0.1,1021.88,63.59,50
1078,0.275,3.426,1.489,-0.013,-0.324,-1.96,0.1,1021.739,62.464,50
1077,0.275,3.332,1.509,-0.006,-0.32,-1.94,0.1,1021.058,57.054,50
1076,0.234,3.241,1.523,-0.003,-0.315,-1.947,0.1,1019.285,43.058,50
1075,0.157,3.18,1.531,-0.009,-0.31,-1.956,0.1,1021.791,62.882,50
1074,0.075,3.133,1.541,-0.005,-0.315,-1.94,0.1,1019.275,42.98,50
1073,0.001,3.224,1.53,0,-0.32,-1.94,0.1,1020.479,52.465,50
1072,-0.09,3.252,1.525,-0.003,-0.318,-1.926,0.1,1017.689,30.592,50
1071,-0.158,3.313,1.516,-0.002,-0.32,-1.94,0.1,1020.825,55.204,50
1070,-0.179,3.405,1.5,-0.003,-0.316,-1.926,0.1,1016.994,25.197,50
1069,-0.159,3.494,1.486,0,-0.32,-1.941,0.1,1020.607,53.478,50
1068,-0.089,3.557,1.474,-0.001,-0.315,-1.927,0.1,1015.86,16.446,50
1067,-0.001,3.585,1.471,-0.001,-0.32,-1.941,0.1,1020.95,56.199,50
1066,0.089,3.557,1.474,0.001,-0.317,-1.928,0.1,1015.14,10.915,50
1065,0.158,3.495,1.486,-0.001,-0.319,-1.942,0.1,1021.461,60.251,50
1064,0.179,3.404,1.499,0,-0.319,-1.929,0.1,1015.562,14.158,50
1063,0.158,3.315,1.515,0,-0.319,-1.941,0.1,1020.788,54.914,50
1062,0.089,3.251,1.525,-0.001,-0.319,-1.927,0.1,1016.997,25.221,50
1061,0.086,3.455,1.501,-0.024,-0.335,-1.955,0.1,1017.709,30.749,50
1060,0.086,3.357,1.517,-0.024,-0.31,-1.96,0.1,1017.106,26.066,50
1059,0,3.308,1.525,-0.001,-0.297,-1.963,0.1,1016.405,20.643,50
1058,-0.086,3.357,1.517,0.021,-0.31,-1.961,0.1,1016.366,20.343,50
1057,-0.086,3.455,1.501,0.022,-0.336,-1.955,0.1,1017.388,28.253,50
1056,0,3.503,1.493,-0.001,-0.349,-1.952,0.1,1018.107,33.849,50
1055,0,3.418,1.577,0.001,-0.306,-1.863,0.1,948.066,-411.554,50
1054,-0.027,3.026,1.432,0.002,-0.32,-1.972,0.1,1014.214,3.842,50
1053,-0.111,3.053,1.427,0.003,-0.315,-1.967,0.1,1014.762,8.022,50
1052,-0.193,3.094,1.42,0.005,-0.314,-1.967,0.1,1014.424,5.442,50
1051,-0.269,3.146,1.412,0.004,-0.32,-1.971,0.1,1014.157,3.411,50
1050,-0.319,3.212,1.401,0.002,-0.321,-1.972,0.1,1013.26,-3.403,50
1049,-0.343,3.301,1.386,0.006,-0.322,-1.966,0.1,1013.828,0.905,50
1048,-0.352,3.391,1.372,0.01,-0.322,-1.963,0.1,1014.934,9.343,50
1047,-0.348,3.478,1.358,0.006,-0.321,-1.968,0.1,1014.517,6.156,50
1046,-0.317,3.555,1.344,0.005,-0.321,-1.969,0.1,1011.331,-17.938,50
1045,-0.253,3.63,1.33,0.002,-0.328,-1.963,0.1,1011.359,-17.727,50
1044,-0.184,3.682,1.323,0.002,-0.329,-1.961,0.1,1015.03,10.077,50
1043,-0.109,3.722,1.318,0.004,-0.327,-1.966,0.1,1014.544,6.362,50
1042,-0.022,3.736,1.314,0.003,-0.325,-1.967,0.1,1011.534,-16.415,50
1041,0.079,3.727,1.313,-0.004,-0.329,-1.964,0.1,1010.319,-25.495,50
1040,0.156,3.7,1.319,-0.004,-0.326,-1.962,0.1,1014.603,6.809,50
1039,0.228,3.655,1.327,-0.003,-0.329,-1.967,0.1,1013.183,-3.985,50
1038,0.292,3.587,1.339,0,-0.323,-1.971,0.1,1012.831,-6.647,50
1037,0.339,3.504,1.352,-0.006,-0.323,-1.968,0.1,1012.069,-12.392,50
1036,0.354,3.424,1.364,-0.006,-0.323,-1.963,0.1,1014.582,6.651,50
1035,0.353,3.34,1.377,-0.009,-0.324,-1.967,0.1,1011.676,-15.347,50
1034,0.33,3.246,1.395,-0.001,-0.319,-1.972,0.1,1012.556,-8.729,50
1033,0.289,3.167,1.409,-0.002,-0.318,-1.971,0.1,1013.968,1.973,50
1032,0.224,3.113,1.417,-0.006,-0.316,-1.965,0.1,1014.987,9.743,50
1031,0.148,3.067,1.423,-0.006,-0.315,-1.968,0.1,1012.802,-6.871,50
1030,0.058,3.033,1.43,0.003,-0.319,-1.973,0.1,1012.81,-6.805,50
1029,-0.025,3.103,1.403,0.002,-0.312,-1.988,0.1,1020.32,51.211,50
1028,-0.115,3.139,1.399,0.013,-0.302,-1.977,0.1,1021.034,56.862,50
1027,-0.198,3.185,1.388,0.011,-0.311,-1.988,0.1,1021.304,59.008,50
1026,-0.258,3.262,1.374,0.014,-0.322,-1.991,0.1,1023.387,75.652,50
1025,-0.27,3.358,1.364,0.025,-0.323,-1.972,0.1,1020.95,56.193,50
1024,-0.27,3.452,1.346,0.017,-0.329,-1.977,0.1,1019.705,46.361,50
1023,-0.235,3.543,1.325,0.013,-0.338,-1.987,0.1,1028.23,115.158,50
1022,-0.155,3.6,1.325,0.015,-0.341,-1.961,0.1,1019.278,43.006,50
1021,-0.073,3.647,1.313,0.004,-0.341,-1.978,0.1,1020.219,50.411,50
1020,0.025,3.662,1.305,-0.003,-0.344,-1.985,0.1,1029.188,123.105,50
1019,0.115,3.624,1.322,-0.008,-0.344,-1.956,0.1,1017.933,32.49,50
1018,0.199,3.577,1.321,-0.01,-0.339,-1.987,0.1,1023.543,76.911,50
1017,0.258,3.499,1.334,-0.013,-0.332,-1.989,0.1,1025.221,90.48,50
1016,0.27,3.404,1.357,-0.024,-0.323,-1.96,0.1,1017.631,30.141,50
1015,0.274,3.308,1.363,-0.019,-0.325,-1.992,0.1,1026.428,100.327,50
1014,0.232,3.221,1.383,-0.011,-0.319,-1.988,0.1,1020.732,54.468,50
1013,0.155,3.162,1.397,-0.013,-0.301,-1.971,0.1,1019.073,41.394,50
1012,0.074,3.11,1.396,-0.008,-0.31,-1.995,0.1,1024.906,87.922,50
1011,0.001,3.208,1.396,0,-0.316,-1.936,0.1,1006.73,-51.927,50
1010,-0.087,3.233,1.386,0,-0.317,-1.938,0.1,1005.751,-59.04,50
1009,-0.153,3.295,1.382,0.002,-0.317,-1.935,0.1,1006.898,-50.704,50
1008,-0.175,3.382,1.362,0,-0.317,-1.938,0.1,1005.355,-61.908,50
1007,-0.153,3.469,1.353,0.003,-0.319,-1.934,0.1,1006.707,-52.096,50
1006,-0.087,3.532,1.338,0.001,-0.317,-1.938,0.1,1003.747,-73.473,50
1005,0,3.557,1.339,0.001,-0.32,-1.934,0.1,1006.952,-50.311,50
1004,0.088,3.532,1.339,0.001,-0.32,-1.937,0.1,1002.225,-84.318,50
1003,0.154,3.47,1.353,0,-0.319,-1.935,0.1,1007.117,-49.101,50
1002,0.175,3.382,1.363,-0.002,-0.319,-1.938,0.1,1002.421,-82.926,50
1001,0.154,3.295,1.382,0,-0.318,-1.936,0.1,1006.9,-50.692,50
1000,0.087,3.232,1.387,-0.001,-0.317,-1.938,0.1,1004.236,-69.967,50
999,0.09,3.439,1.391,-0.003,-0.321,-1.938,0.1,1019.133,41.871,50
998,0.09,3.337,1.408,-0.004,-0.316,-1.939,0.1,1018.622,37.871,50
997,0,3.285,1.416,0,-0.314,-1.94,0.1,1017.649,30.282,50
996,-0.09,3.336,1.408,0.005,-0.316,-1.939,0.1,1017.304,27.601,50
995,-0.09,3.439,1.391,0.005,-0.321,-1.937,0.1,1018.61,37.773,50
994,0,3.491,1.382,0.001,-0.323,-1.936,0.1,1019.389,43.882,50
993,0,3.385,1.378,0,-0.327,-1.978,0.1,982.547,-215.96,50
992,-0.027,2.994,1.276,0.001,-0.354,-1.951,0.1,1015.235,11.647,50
